SequenceID	contig_id	viralID	VS2_length	keep_cat	is.suspect	manual_approve	is_phage
Cen14_02102018_R1_S17	NODE_10668_length_5864_cov_2.295974	NODE_10668_length_5864_cov_2.295974__full	5864	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_10694_length_5856_cov_1.279979	NODE_10694_length_5856_cov_1.279979__full	5856	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_10800_length_5812_cov_1.443096	NODE_10800_length_5812_cov_1.443096__full	5812	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_10879_length_5783_cov_1.994342	NODE_10879_length_5783_cov_1.994342__full	5783	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_10904_length_5773_cov_2.462806	NODE_10904_length_5773_cov_2.462806__full	5773	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_10972_length_5752_cov_1.311289	NODE_10972_length_5752_cov_1.311289__full	5752	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_10978_length_5751_cov_1.396337	NODE_10978_length_5751_cov_1.396337__full	5751	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11176_length_5677_cov_1.608649	NODE_11176_length_5677_cov_1.608649__full	5677	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_11318_length_5620_cov_1.706354	NODE_11318_length_5620_cov_1.706354__full	5620	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_11344_length_5612_cov_2.229900	NODE_11344_length_5612_cov_2.229900__full	5612	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_11353_length_5608_cov_1.552819	NODE_11353_length_5608_cov_1.552819__full	5608	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11373_length_5600_cov_7.565869	NODE_11373_length_5600_cov_7.565869__full	5600	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11389_length_5596_cov_1.341196	NODE_11389_length_5596_cov_1.341196__full	5596	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_1148_length_27275_cov_2.178135	NODE_1148_length_27275_cov_2.178135__full	27275	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_114_length_132790_cov_25.016048	NODE_114_length_132790_cov_25.016048__0_partial	16500	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_11530_length_5547_cov_2.630812	NODE_11530_length_5547_cov_2.630812__full	5547	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_11589_length_5527_cov_1.130926	NODE_11589_length_5527_cov_1.130926__full	5527	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11595_length_5526_cov_1.314503	NODE_11595_length_5526_cov_1.314503__full	5526	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11608_length_5522_cov_1.143281	NODE_11608_length_5522_cov_1.143281__full	5522	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11675_length_5499_cov_1.272152	NODE_11675_length_5499_cov_1.272152__full	5499	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11771_length_5462_cov_7.065042	NODE_11771_length_5462_cov_7.065042__full	5462	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_11836_length_5435_cov_1.340053	NODE_11836_length_5435_cov_1.340053__full	5435	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_11901_length_5413_cov_1.221907	NODE_11901_length_5413_cov_1.221907__full	5413	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12010_length_5374_cov_1.753383	NODE_12010_length_5374_cov_1.753383__full	5374	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12018_length_5372_cov_1.407626	NODE_12018_length_5372_cov_1.407626__full	5372	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12034_length_5367_cov_1.905534	NODE_12034_length_5367_cov_1.905534__full	5367	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12068_length_5355_cov_1.323833	NODE_12068_length_5355_cov_1.323833__full	5355	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12115_length_5339_cov_1.824444	NODE_12115_length_5339_cov_1.824444__full	5339	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12128_length_5336_cov_1.790363	NODE_12128_length_5336_cov_1.790363__full	5336	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12149_length_5330_cov_1.582933	NODE_12149_length_5330_cov_1.582933__full	5330	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12204_length_5311_cov_2.206597	NODE_12204_length_5311_cov_2.206597__full	5311	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12210_length_5309_cov_2.079699	NODE_12210_length_5309_cov_2.079699__full	5309	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12260_length_5295_cov_1.554954	NODE_12260_length_5295_cov_1.554954__full	5295	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12266_length_5294_cov_1.694020	NODE_12266_length_5294_cov_1.694020__full	5294	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12281_length_5289_cov_2.197017	NODE_12281_length_5289_cov_2.197017__full	5289	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12291_length_5287_cov_1.610853	NODE_12291_length_5287_cov_1.610853__full	5287	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12319_length_5275_cov_1.874514	NODE_12319_length_5275_cov_1.874514__full	5275	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12425_length_5246_cov_1.681774	NODE_12425_length_5246_cov_1.681774__full	5246	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12446_length_5241_cov_1.556903	NODE_12446_length_5241_cov_1.556903__full	5241	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12583_length_5200_cov_1.776464	NODE_12583_length_5200_cov_1.776464__full	5200	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12603_length_5196_cov_2.389229	NODE_12603_length_5196_cov_2.389229__full	5196	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12655_length_5181_cov_1.444598	NODE_12655_length_5181_cov_1.444598__full	5181	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12669_length_5177_cov_1.431089	NODE_12669_length_5177_cov_1.431089__full	5177	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12792_length_5140_cov_2.290844	NODE_12792_length_5140_cov_2.290844__full	5140	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12832_length_5127_cov_2.528600	NODE_12832_length_5127_cov_2.528600__full	5127	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12903_length_5107_cov_1.397189	NODE_12903_length_5107_cov_1.397189__full	5107	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12907_length_5106_cov_1.921872	NODE_12907_length_5106_cov_1.921872__full	5106	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12955_length_5093_cov_1.251108	NODE_12955_length_5093_cov_1.251108__full	5093	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_12956_length_5093_cov_1.199758	NODE_12956_length_5093_cov_1.199758__full	5093	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_12959_length_5091_cov_2.540894	NODE_12959_length_5091_cov_2.540894__full	5091	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_13041_length_5065_cov_1.304982	NODE_13041_length_5065_cov_1.304982__full	5065	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_13069_length_5056_cov_1.249746	NODE_13069_length_5056_cov_1.249746__full	5056	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_1309_length_24932_cov_1.971135	NODE_1309_length_24932_cov_1.971135__full	24932	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_13120_length_5043_cov_1.681652	NODE_13120_length_5043_cov_1.681652__full	5043	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_13146_length_5035_cov_1.979421	NODE_13146_length_5035_cov_1.979421__full	5035	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_13169_length_5031_cov_1.504078	NODE_13169_length_5031_cov_1.504078__full	5031	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_13179_length_5027_cov_2.196122	NODE_13179_length_5027_cov_2.196122__full	5027	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_13211_length_5015_cov_2.004092	NODE_13211_length_5015_cov_2.004092__full	5015	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_13256_length_5002_cov_1.293744	NODE_13256_length_5002_cov_1.293744__full	5002	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1325_length_24686_cov_2.065068	NODE_1325_length_24686_cov_2.065068__full	24686	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1539_length_22330_cov_2.208170	NODE_1539_length_22330_cov_2.208170__full	22330	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1618_length_21582_cov_1.759730	NODE_1618_length_21582_cov_1.759730__full	21582	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1623_length_21565_cov_2.330954	NODE_1623_length_21565_cov_2.330954__full	21565	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1713_length_20773_cov_1.860990	NODE_1713_length_20773_cov_1.860990__full	20773	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1757_length_20418_cov_1.957370	NODE_1757_length_20418_cov_1.957370__full	20418	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1809_length_19951_cov_2.322488	NODE_1809_length_19951_cov_2.322488__full	19951	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_180_length_92438_cov_3.763961	NODE_180_length_92438_cov_3.763961__0_partial	23784	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1836_length_19760_cov_3.044109	NODE_1836_length_19760_cov_3.044109__full	19760	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1868_length_19502_cov_2.858839	NODE_1868_length_19502_cov_2.858839__full	19502	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1903_length_19189_cov_7.457507	NODE_1903_length_19189_cov_7.457507__full	19189	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1905_length_19181_cov_2.514853	NODE_1905_length_19181_cov_2.514853__full	19181	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1936_length_18995_cov_2.179669	NODE_1936_length_18995_cov_2.179669__full	18995	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_1973_length_18791_cov_1.554704	NODE_1973_length_18791_cov_1.554704__full	18791	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2050_length_18293_cov_2.374821	NODE_2050_length_18293_cov_2.374821__full	18293	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_2156_length_17748_cov_2.152602	NODE_2156_length_17748_cov_2.152602__full	17748	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_216_length_80940_cov_3.175009	NODE_216_length_80940_cov_3.175009__0_partial	11705	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_222_length_79618_cov_3.806041	NODE_222_length_79618_cov_3.806041__full	79491	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2287_length_17071_cov_3.029214	NODE_2287_length_17071_cov_3.029214__full	17071	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2339_length_16827_cov_2.197904	NODE_2339_length_16827_cov_2.197904__full	16827	Manual	0	Approved	1
Cen14_02102018_R1_S17	NODE_2380_length_16569_cov_2.042270	NODE_2380_length_16569_cov_2.042270__full	16569	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2552_length_15787_cov_2.570307	NODE_2552_length_15787_cov_2.570307__full	15787	Manual	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_2572_length_15705_cov_1.682565	NODE_2572_length_15705_cov_1.682565__full	15705	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2661_length_15350_cov_2.718058	NODE_2661_length_15350_cov_2.718058__full	15350	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2676_length_15294_cov_3.418145	NODE_2676_length_15294_cov_3.418145__full	15294	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_277_length_70233_cov_3.259207	NODE_277_length_70233_cov_3.259207__full	70233	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2872_length_14597_cov_2.239737	NODE_2872_length_14597_cov_2.239737__full	14597	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2941_length_14329_cov_2.734333	NODE_2941_length_14329_cov_2.734333__lt2gene	14329	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_2959_length_14267_cov_9.448091	NODE_2959_length_14267_cov_9.448091__full	14267	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_2988_length_14193_cov_2.975473	NODE_2988_length_14193_cov_2.975473__full	14193	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3022_length_14087_cov_1.716762	NODE_3022_length_14087_cov_1.716762__full	14087	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3036_length_14051_cov_2.166116	NODE_3036_length_14051_cov_2.166116__full	14051	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3165_length_13627_cov_1.894667	NODE_3165_length_13627_cov_1.894667__full	13627	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_3223_length_13487_cov_1.572231	NODE_3223_length_13487_cov_1.572231__full	13487	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3341_length_13175_cov_2.173360	NODE_3341_length_13175_cov_2.173360__full	13175	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3376_length_13071_cov_1.979141	NODE_3376_length_13071_cov_1.979141__full	13071	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3390_length_13031_cov_2.109733	NODE_3390_length_13031_cov_2.109733__full	13031	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3519_length_12699_cov_1.418629	NODE_3519_length_12699_cov_1.418629__full	12699	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3684_length_12280_cov_1.853452	NODE_3684_length_12280_cov_1.853452__full	12280	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3685_length_12278_cov_1.264505	NODE_3685_length_12278_cov_1.264505__full	12278	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_3726_length_12195_cov_1.875704	NODE_3726_length_12195_cov_1.875704__full	12195	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_3757_length_12133_cov_2.139014	NODE_3757_length_12133_cov_2.139014__full	12133	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_3773_length_12094_cov_1.597393	NODE_3773_length_12094_cov_1.597393__full	12094	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_394_length_54842_cov_2.135009	NODE_394_length_54842_cov_2.135009__full	54842	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4001_length_11592_cov_1.606542	NODE_4001_length_11592_cov_1.606542__full	11592	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4040_length_11502_cov_2.353934	NODE_4040_length_11502_cov_2.353934__full	11502	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4074_length_11440_cov_1.863078	NODE_4074_length_11440_cov_1.863078__full	11440	Manual	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_4083_length_11425_cov_1.698619	NODE_4083_length_11425_cov_1.698619__full	11425	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4144_length_11314_cov_1.612944	NODE_4144_length_11314_cov_1.612944__full	11314	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4229_length_11171_cov_2.366081	NODE_4229_length_11171_cov_2.366081__full	11171	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4230_length_11170_cov_4.908087	NODE_4230_length_11170_cov_4.908087__full	11043	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4342_length_10957_cov_1.537304	NODE_4342_length_10957_cov_1.537304__full	10957	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4351_length_10940_cov_1.921483	NODE_4351_length_10940_cov_1.921483__full	10940	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4379_length_10888_cov_1.908652	NODE_4379_length_10888_cov_1.908652__full	10888	Keep2	1	Unapproved	0
Cen14_02102018_R1_S17	NODE_4388_length_10873_cov_1.827285	NODE_4388_length_10873_cov_1.827285__lt2gene	10873	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4496_length_10700_cov_1.849049	NODE_4496_length_10700_cov_1.849049__full	10700	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4526_length_10657_cov_1.745584	NODE_4526_length_10657_cov_1.745584__full	10657	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4636_length_10481_cov_1.621692	NODE_4636_length_10481_cov_1.621692__full	10481	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4648_length_10465_cov_1.667247	NODE_4648_length_10465_cov_1.667247__full	10465	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4653_length_10460_cov_1.665828	NODE_4653_length_10460_cov_1.665828__full	10460	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4664_length_10447_cov_1.558818	NODE_4664_length_10447_cov_1.558818__full	10447	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4666_length_10445_cov_2.085482	NODE_4666_length_10445_cov_2.085482__full	10445	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_4675_length_10435_cov_5.670935	NODE_4675_length_10435_cov_5.670935__full	10435	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4678_length_10432_cov_1.791752	NODE_4678_length_10432_cov_1.791752__full	10432	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4735_length_10336_cov_1.753551	NODE_4735_length_10336_cov_1.753551__full	10336	Manual	0	Approved	1
Cen14_02102018_R1_S17	NODE_4818_length_10217_cov_1.509514	NODE_4818_length_10217_cov_1.509514__full	10217	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4958_length_10028_cov_1.481467	NODE_4958_length_10028_cov_1.481467__full	10028	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_496_length_47209_cov_6.026337	NODE_496_length_47209_cov_6.026337__full	47209	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_4989_length_9989_cov_1.403975	NODE_4989_length_9989_cov_1.403975__full	9989	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5007_length_9954_cov_2.697568	NODE_5007_length_9954_cov_2.697568__full	9954	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_5132_length_9812_cov_1.896954	NODE_5132_length_9812_cov_1.896954__full	9812	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_513_length_46275_cov_2.601456	NODE_513_length_46275_cov_2.601456__full	46275	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5147_length_9791_cov_2.466163	NODE_5147_length_9791_cov_2.466163__full	9791	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5177_length_9749_cov_19.700270	NODE_5177_length_9749_cov_19.700270__full	9749	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_5190_length_9736_cov_2.362681	NODE_5190_length_9736_cov_2.362681__full	9736	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5221_length_9699_cov_2.936795	NODE_5221_length_9699_cov_2.936795__full	9699	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5243_length_9667_cov_2.834906	NODE_5243_length_9667_cov_2.834906__full	9667	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5267_length_9636_cov_1.759176	NODE_5267_length_9636_cov_1.759176__full	9636	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5331_length_9572_cov_1.419058	NODE_5331_length_9572_cov_1.419058__full	9572	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5504_length_9358_cov_1.509046	NODE_5504_length_9358_cov_1.509046__full	9358	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5512_length_9349_cov_2.243656	NODE_5512_length_9349_cov_2.243656__full	9349	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5585_length_9252_cov_3.379288	NODE_5585_length_9252_cov_3.379288__full	9252	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_558_length_43968_cov_3.772405	NODE_558_length_43968_cov_3.772405__full	43968	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_5613_length_9220_cov_1.869240	NODE_5613_length_9220_cov_1.869240__full	9220	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5676_length_9135_cov_2.042740	NODE_5676_length_9135_cov_2.042740__full	9135	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_574_length_43234_cov_3.197277	NODE_574_length_43234_cov_3.197277__full	43234	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_5951_length_8848_cov_1.628598	NODE_5951_length_8848_cov_1.628598__full	8848	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6005_length_8805_cov_1.613621	NODE_6005_length_8805_cov_1.613621__full	8805	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6058_length_8761_cov_1.904448	NODE_6058_length_8761_cov_1.904448__full	8761	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_6088_length_8721_cov_1.634512	NODE_6088_length_8721_cov_1.634512__full	8721	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_6107_length_8704_cov_2.542381	NODE_6107_length_8704_cov_2.542381__full	8704	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6136_length_8678_cov_2.164425	NODE_6136_length_8678_cov_2.164425__full	8678	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6164_length_8646_cov_1.280549	NODE_6164_length_8646_cov_1.280549__full	8646	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6356_length_8461_cov_5.101632	NODE_6356_length_8461_cov_5.101632__full	8461	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6392_length_8433_cov_2.293764	NODE_6392_length_8433_cov_2.293764__full	8433	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6458_length_8366_cov_1.932637	NODE_6458_length_8366_cov_1.932637__full	8366	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_661_length_39451_cov_4.582265	NODE_661_length_39451_cov_4.582265__0_partial	35109	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6687_length_8156_cov_1.466559	NODE_6687_length_8156_cov_1.466559__full	8156	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6757_length_8101_cov_1.092927	NODE_6757_length_8101_cov_1.092927__full	8101	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6770_length_8092_cov_1.702448	NODE_6770_length_8092_cov_1.702448__full	8092	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_687_length_38462_cov_2.293231	NODE_687_length_38462_cov_2.293231__full	38462	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6891_length_7979_cov_1.798395	NODE_6891_length_7979_cov_1.798395__full	7979	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_6910_length_7963_cov_1.919474	NODE_6910_length_7963_cov_1.919474__full	7963	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_6939_length_7947_cov_1.337724	NODE_6939_length_7947_cov_1.337724__full	7947	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_6983_length_7912_cov_1.488375	NODE_6983_length_7912_cov_1.488375__full	7912	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6993_length_7907_cov_2.671851	NODE_6993_length_7907_cov_2.671851__full	7907	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_6998_length_7905_cov_2.168038	NODE_6998_length_7905_cov_2.168038__full	7905	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7007_length_7901_cov_7.113198	NODE_7007_length_7901_cov_7.113198__full	7901	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7036_length_7878_cov_3.185524	NODE_7036_length_7878_cov_3.185524__full	7878	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_7155_length_7796_cov_1.892554	NODE_7155_length_7796_cov_1.892554__full	7796	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7164_length_7790_cov_1.433512	NODE_7164_length_7790_cov_1.433512__full	7790	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7198_length_7765_cov_2.061404	NODE_7198_length_7765_cov_2.061404__full	7765	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_725_length_36825_cov_2.518502	NODE_725_length_36825_cov_2.518502__full	36825	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7370_length_7637_cov_3.355526	NODE_7370_length_7637_cov_3.355526__full	7637	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7379_length_7636_cov_1.604208	NODE_7379_length_7636_cov_1.604208__full	7636	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7452_length_7596_cov_2.289999	NODE_7452_length_7596_cov_2.289999__full	7596	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_7459_length_7586_cov_1.413326	NODE_7459_length_7586_cov_1.413326__full	7586	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7464_length_7578_cov_1.225607	NODE_7464_length_7578_cov_1.225607__full	7578	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_7505_length_7539_cov_1.506611	NODE_7505_length_7539_cov_1.506611__full	7539	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_7550_length_7492_cov_1.472098	NODE_7550_length_7492_cov_1.472098__full	7492	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_7655_length_7413_cov_1.724128	NODE_7655_length_7413_cov_1.724128__full	7413	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7739_length_7354_cov_7.528297	NODE_7739_length_7354_cov_7.528297__full	7354	Discard	0	Unapproved	0
Cen14_02102018_R1_S17	NODE_7883_length_7255_cov_1.640432	NODE_7883_length_7255_cov_1.640432__full	7255	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_7960_length_7208_cov_5.959610	NODE_7960_length_7208_cov_5.959610__full	7208	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_8074_length_7134_cov_1.964607	NODE_8074_length_7134_cov_1.964607__full	7134	Keep2	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_8099_length_7122_cov_1.504074	NODE_8099_length_7122_cov_1.504074__full	7122	Keep1	0	Unapproved	1
Cen14_02102018_R1_S17	NODE_8112_length_7114_cov_2.362244	NODE_8112_length_7114_cov_2.362244__full	7114	Discard	0	Unapproved	0
